,dc,atype,bidf,instl,isp,nt,mfr,period
1603,0,3,0.000498099,0,0,1,Xiaomi,Afternoon
1604,0,8,0.0,0,1,0,Others,Morning
1605,0,8,0.0,0,1,1,Xiaomi,Afternoon
1606,0,8,0.0,0,3,1,vivo,Afternoon
1607,0,8,0.0,0,0,1,Xiaomi,Afternoon
1608,0,8,0.0,0,1,1,Samsung,Afternoon
1609,0,8,0.0,0,2,1,OPPO,Evening
1610,0,8,0.0,0,1,0,Others,Morning
1611,0,8,0.0,0,1,1,Samsung,Afternoon
1612,0,8,0.0,0,2,1,Coolpad,Morning
1613,0,8,0.0,0,1,1,Huawei,Evening
1614,0,8,0.0,0,0,1,Samsung,Morning
1615,0,13,0.002,0,1,0,Apple,Afternoon
1616,0,8,0.0,0,1,1,Gionee,Afternoon
1617,0,3,0.000498099,0,0,1,Apple,Afternoon
1618,0,8,0.0,0,3,1,Huawei,Afternoon
1619,0,8,0.0,0,1,1,Others,Evening
1620,0,8,0.0,0,2,0,Xiaomi,Afternoon
1621,0,8,0.0,0,3,1,Samsung,Afternoon
1622,0,8,0.0,0,1,1,vivo,Afternoon
1623,0,8,0.0,0,1,1,vivo,Morning
1624,0,8,0.0,0,1,0,Xiaomi,Afternoon
1625,0,8,0.0,1,1,0,Others,Morning
1626,0,8,0.0,0,2,1,Xiaomi,Evening
1627,0,8,0.0,0,1,1,Others,Afternoon
1628,0,8,0.0,0,1,0,Xiaomi,Evening
1629,0,8,0.0,0,1,1,Xiaomi,Morning
1630,0,8,0.0,0,1,1,Huawei,Morning
1631,0,8,0.0,0,1,1,OPPO,Evening
1632,0,8,0.0,0,1,1,Xiaomi,Afternoon
1633,0,8,0.0,0,0,1,Others,Morning
1634,0,8,0.0,0,1,1,Others,Morning
1635,0,8,0.0,0,2,1,vivo,Evening
1636,0,8,0.0,0,1,1,Xiaomi,Evening
1637,0,8,0.0,0,2,1,OPPO,Afternoon
1638,0,8,0.0,0,1,1,Xiaomi,Evening
1639,0,8,0.0,0,0,1,Xiaomi,Afternoon
1640,0,8,0.0,0,1,1,OPPO,Evening
1641,0,8,0.0,0,3,0,Samsung,Evening
1642,0,13,0.0007,0,1,1,OPPO,Evening
1643,0,8,0.0,0,2,1,Others,Afternoon
1644,0,8,0.0,0,0,1,Xiaomi,Evening
1645,0,8,0.0,0,1,1,OPPO,Afternoon
1646,0,8,0.0,0,2,1,Samsung,Morning
1647,0,8,0.0,0,3,1,vivo,Afternoon
1648,0,8,0.0,1,0,1,Others,Evening
1649,0,8,0.0,0,2,1,OPPO,Evening
1650,0,8,0.0,0,1,1,Huawei,Evening
1651,0,8,0.0,0,2,1,Huawei,Afternoon
1652,0,8,0.0,0,1,0,Meizu,Morning
1653,0,8,0.0,0,0,1,Others,Afternoon
1654,0,8,0.0,0,1,1,Samsung,Evening
1655,0,8,0.0,0,1,1,OPPO,Evening
1656,0,8,0.0,0,1,1,OPPO,Morning
1657,0,8,0.0,0,1,1,Meizu,Evening
1658,0,8,0.0,0,2,1,OPPO,Morning
1659,0,8,0.0,0,0,1,Xiaomi,Afternoon
1660,0,8,0.0,0,1,1,Others,Morning
1661,1,8,0.0,0,1,0,Xiaomi,Afternoon
1662,0,3,0.000498099,0,0,1,Samsung,Afternoon
1663,0,8,0.0,0,1,1,Xiaomi,Afternoon
1664,0,8,0.0,0,1,1,OPPO,Morning
1665,0,8,0.0,0,3,1,Others,Morning
1666,0,13,0.0007,0,2,1,Huawei,Evening
1667,0,8,0.0,0,1,1,Huawei,Afternoon
1668,0,8,0.0,0,1,1,Meizu,Evening
1669,0,8,0.0,0,1,1,Samsung,Morning
1670,0,8,0.0,0,2,1,OPPO,Morning
1671,0,3,0.000498099,0,0,1,Samsung,Evening
1672,0,8,0.0,0,1,1,Samsung,Morning
1673,0,8,0.0,0,1,0,Gionee,Afternoon
1674,0,8,0.0,0,1,1,Others,Afternoon
1675,0,8,0.0,0,3,0,OPPO,Afternoon
1676,0,8,0.0,0,1,1,OPPO,Morning
1677,0,8,0.0,0,1,0,Samsung,Morning
1678,0,8,0.0,0,1,1,Samsung,Afternoon
1679,0,8,0.0,0,1,0,Others,Afternoon
1680,0,8,0.0,0,1,1,Others,Afternoon
1681,0,8,0.0,0,2,1,Meizu,Afternoon
1682,0,8,0.0,0,2,1,Xiaomi,Morning
1683,0,8,0.0,0,1,0,Gionee,Evening
1684,0,8,0.0,0,3,0,Samsung,Evening
1685,0,8,0.0,0,3,1,vivo,Afternoon
1686,0,8,0.0,0,1,1,OPPO,Evening
1687,0,8,0.0,0,1,1,Meizu,Morning
1688,0,8,0.0,0,1,1,Samsung,Afternoon
1689,0,8,0.0,0,1,1,vivo,Evening
1690,0,8,0.0,1,1,0,Others,Morning
1691,0,8,0.0,1,2,0,Samsung,Evening
1692,0,8,0.0,0,1,1,OPPO,Evening
1693,0,8,0.0,0,0,1,Others,Evening
1694,0,8,0.0,0,0,1,Huawei,Afternoon
1695,0,8,0.0,0,1,1,Huawei,Evening
1696,0,7,0.0008,0,1,1,OPPO,Morning
1697,0,8,0.0,0,1,0,Xiaomi,Afternoon
1698,0,8,0.0,0,2,1,vivo,Evening
1699,0,8,0.0,0,0,1,Others,Morning
1700,0,8,0.0,0,1,1,Meizu,Afternoon
1701,0,13,0.0007,0,1,1,OPPO,Morning
1702,0,8,0.0,0,1,1,Others,Afternoon
1703,0,7,0.0008,0,0,1,Others,Evening
1704,0,8,0.0,0,1,1,Huawei,Afternoon
1705,0,8,0.0,0,1,1,Huawei,Evening
1706,0,8,0.0,0,0,1,Others,Morning
1707,0,8,0.0,0,1,1,Meizu,Afternoon
1708,0,8,0.0,0,2,1,Xiaomi,Morning
1709,0,8,0.0,0,1,1,Xiaomi,Evening
1710,0,8,0.0,0,1,1,Others,Evening
1711,0,8,0.0,0,1,1,OPPO,Afternoon
1712,0,8,0.0,0,1,0,Huawei,Morning
1713,0,8,0.0,0,1,1,OPPO,Evening
1714,0,8,0.0,0,1,1,OPPO,Evening
1715,0,8,0.0,0,1,1,Xiaomi,Evening
1716,0,7,0.0006,0,1,5,vivo,Evening
1717,0,8,0.0,0,1,1,Huawei,Evening
1718,0,8,0.0,0,1,1,Others,Evening
1719,0,8,0.0,0,1,1,Xiaomi,Morning
1720,0,8,0.0,0,1,1,Huawei,Afternoon
1721,0,3,0.000498099,0,0,1,Apple,Morning
1722,0,8,0.0,0,3,1,OPPO,Morning
1723,0,8,0.0,0,1,1,Samsung,Afternoon
1724,0,8,0.0,0,1,1,OPPO,Afternoon
1725,0,8,0.0,0,1,1,OPPO,Afternoon
1726,0,8,0.0,0,2,1,OPPO,Afternoon
1727,0,13,0.0007,0,1,1,OPPO,Evening
1728,0,7,0.0005,0,2,1,Xiaomi,Evening
1729,0,8,0.0,0,2,1,vivo,Evening
1730,0,13,0.0007,0,1,1,Huawei,Evening
1731,0,3,0.000498099,0,0,1,Apple,Morning
1732,0,8,0.0,0,1,1,OPPO,Morning
1733,0,8,0.0,0,3,1,Xiaomi,Morning
1734,0,8,0.0,0,3,1,Others,Morning
1735,0,8,0.0,0,1,0,vivo,Evening
1736,0,8,0.0,0,1,1,Huawei,Evening
1737,0,8,0.0,0,1,1,OPPO,Morning
1738,0,8,0.0,0,1,1,Xiaomi,Evening
1739,0,8,0.0,0,3,0,Others,Evening
1740,0,8,0.0,0,2,0,OPPO,Evening
1741,0,8,0.0,0,1,1,Huawei,Afternoon
1742,0,8,0.0,1,1,1,Xiaomi,Evening
1743,0,8,0.0,0,2,1,Huawei,Evening
1744,0,8,0.0,1,1,1,vivo,Evening
1745,0,8,0.0,0,1,0,Others,Afternoon
1746,0,8,0.0,0,1,1,OPPO,Morning
1747,0,8,0.0,0,1,3,Others,Afternoon
1748,0,3,0.000498099,0,0,1,Meizu,Morning
1749,0,8,0.0,0,1,1,vivo,Afternoon
1750,0,8,0.0,0,1,1,Huawei,Evening
1751,0,8,0.0,0,1,1,OPPO,Morning
1752,0,8,0.0,0,0,1,Others,Evening
1753,0,8,0.0,1,1,0,Others,Morning
1754,0,8,0.0,1,1,1,Others,Morning
1755,0,8,0.0,0,1,1,Huawei,Evening
1756,0,8,0.0,0,1,1,Others,Evening
1757,0,8,0.0,0,2,1,Others,Evening
1758,0,8,0.0,0,1,1,Xiaomi,Evening
1759,0,8,0.0,0,1,1,Meizu,Evening
1760,0,8,0.0,0,1,1,Others,Evening
1761,0,3,0.000498099,0,0,1,Huawei,Afternoon
1762,0,8,0.0,0,1,1,Gionee,Morning
1763,0,8,0.0,0,1,1,OPPO,Evening
1764,0,8,0.0,0,1,1,Xiaomi,Afternoon
1765,0,13,0.0007,0,3,1,Huawei,Evening
1766,0,8,0.0,0,1,1,Huawei,Evening
1767,0,8,0.0,0,1,0,Others,Afternoon
1768,0,8,0.0,0,3,1,Samsung,Evening
1769,0,8,0.0,0,1,0,Others,Afternoon
1770,0,8,0.0,0,1,1,Meizu,Afternoon
1771,0,8,0.0,0,2,0,OPPO,Morning
1772,0,8,0.0,0,0,1,vivo,Afternoon
1773,0,8,0.0,0,3,1,OPPO,Morning
1774,0,8,0.0,0,1,1,Samsung,Evening
1775,0,8,0.0,0,3,1,OPPO,Evening
1776,0,8,0.0,0,1,0,OPPO,Morning
1777,0,8,0.0,0,1,1,OPPO,Evening
1778,0,8,0.0,0,1,0,Others,Afternoon
1779,0,8,0.0,1,1,0,Others,Morning
1780,0,8,0.0,0,3,1,Huawei,Evening
1781,0,7,0.0006,0,1,5,Others,Afternoon
1782,0,8,0.0,0,1,1,Gionee,Afternoon
1783,0,8,0.0,0,1,1,OPPO,Morning
1784,0,13,0.0003,0,1,1,Huawei,Afternoon
1785,0,8,0.0,0,1,1,Xiaomi,Morning
1786,0,8,0.0,0,0,1,OPPO,Evening
1787,0,3,0.000498099,0,0,1,Others,Afternoon
1788,0,8,0.0,0,1,1,OPPO,Evening
1789,0,8,0.0,0,0,1,Xiaomi,Afternoon
1790,0,8,0.0,0,0,1,Meizu,Morning
1791,0,8,0.0,1,3,0,OPPO,Morning
1792,0,13,0.0007,0,3,1,Huawei,Evening
1793,0,8,0.0,0,0,1,Huawei,Evening
1794,0,8,0.0,0,1,1,OPPO,Afternoon
1795,0,8,0.0,0,1,1,Huawei,Afternoon
1796,0,13,0.0007,0,1,1,Huawei,Afternoon
1797,0,8,0.0,0,3,1,Huawei,Evening
1798,0,8,0.0,0,1,1,Others,Afternoon
1799,0,8,0.0,0,1,1,Xiaomi,Evening
1800,0,8,0.0,0,3,1,Samsung,Morning
1801,0,8,0.0,0,1,1,Huawei,Evening
1802,0,8,0.0,0,3,1,OPPO,Evening
1803,0,8,0.0,0,1,0,vivo,Morning
1804,0,8,0.0,0,1,0,vivo,Morning
1805,0,8,0.0,0,1,0,Samsung,Afternoon
1806,0,8,0.0,0,0,1,Xiaomi,Morning
1807,0,8,0.0,0,1,0,Xiaomi,Evening
1808,0,8,0.0,0,1,0,Meizu,Afternoon
1809,0,8,0.0,0,1,1,Others,Afternoon
1810,0,8,0.0,0,1,1,OPPO,Afternoon
1811,0,13,0.002,0,1,0,Apple,Afternoon
1812,0,8,0.0,0,1,1,OPPO,Morning
1813,0,8,0.0,1,1,0,Others,Evening
1814,0,8,0.0,0,3,1,Xiaomi,Afternoon
1815,0,8,0.0,0,2,1,Huawei,Afternoon
1816,0,3,0.000498099,0,0,1,Xiaomi,Morning
1817,0,8,0.0,0,1,1,Others,Evening
1818,0,8,0.0,0,3,0,Samsung,Evening
1819,0,13,0.0007,0,2,1,Samsung,Afternoon
1820,0,8,0.0,0,1,1,Huawei,Afternoon
1821,0,8,0.0,0,1,1,OPPO,Evening
1822,0,3,0.000498099,0,0,1,Huawei,Evening
1823,0,8,0.0,0,1,1,OPPO,Morning
1824,0,8,0.0,0,1,1,vivo,Morning
1825,0,8,0.0,0,1,1,Xiaomi,Afternoon
1826,0,8,0.0,0,1,1,Huawei,Afternoon
1827,0,8,0.0,0,3,1,Samsung,Afternoon
1828,0,8,0.0,0,1,1,Coolpad,Afternoon
1829,0,13,0.002,0,1,0,Apple,Afternoon
1830,0,13,0.002,0,1,0,Apple,Afternoon
1831,0,8,0.0,0,2,1,vivo,Afternoon
1832,0,8,0.0,0,2,1,Others,Afternoon
1833,0,8,0.0,0,2,1,OPPO,Afternoon
1834,0,8,0.0,0,1,1,Xiaomi,Afternoon
1835,0,8,0.0,0,1,0,vivo,Morning
1836,0,8,0.0,0,2,1,Xiaomi,Afternoon
1837,0,8,0.0,0,1,0,Others,Morning
1838,0,8,0.0,0,1,1,vivo,Evening
1839,0,8,0.0,0,1,0,Others,Morning
1840,0,8,0.0,0,2,1,Xiaomi,Afternoon
1841,0,8,0.0,1,0,1,Others,Afternoon
1842,0,8,0.0,0,2,1,Samsung,Afternoon
1843,0,8,0.0,0,0,1,OPPO,Afternoon
1844,0,8,0.0,0,1,1,OPPO,Afternoon
1845,0,13,0.0007,0,2,1,Huawei,Afternoon
1846,0,8,0.0,0,3,1,Huawei,Afternoon
1847,0,8,0.0,0,0,1,Others,Morning
1848,0,8,0.0,0,1,1,Huawei,Morning
1849,0,8,0.0,0,1,1,Xiaomi,Morning
1850,0,8,0.0,0,3,1,Others,Evening
1851,0,8,0.0,0,1,1,Huawei,Afternoon
1852,0,8,0.0,0,1,1,vivo,Evening
1853,0,13,0.0007,0,3,1,Huawei,Evening
1854,0,8,0.0,0,1,1,Coolpad,Afternoon
1855,0,3,0.000498099,0,0,1,Others,Morning
1856,0,8,0.0,0,2,0,OPPO,Morning
1857,0,13,0.0007,0,1,1,Samsung,Evening
1858,0,8,0.0,0,2,1,vivo,Afternoon
1859,0,8,0.0,0,1,0,Huawei,Morning
1860,0,8,0.0,0,2,1,Others,Afternoon
1861,0,8,0.0,0,2,0,OPPO,Morning
1862,0,8,0.0,0,1,1,vivo,Afternoon
1863,0,8,0.0,0,1,0,Xiaomi,Afternoon
1864,0,8,0.0,0,1,1,Others,Morning
1865,0,8,0.0,0,1,1,vivo,Evening
1866,0,8,0.0,0,1,1,Xiaomi,Evening
1867,0,8,0.0,0,1,0,Huawei,Evening
1868,0,8,0.0,0,1,0,Others,Evening
1869,0,3,0.00284628,0,0,1,Others,Afternoon
1870,0,13,0.0007,0,1,5,OPPO,Afternoon
1871,0,8,0.0,0,1,0,OPPO,Afternoon
1872,0,8,0.0,0,0,1,OPPO,Morning
1873,0,8,0.0,0,3,0,Samsung,Evening
1874,0,8,0.0,0,1,1,Huawei,Morning
1875,0,8,0.0,0,1,1,vivo,Evening
1876,0,8,0.0,0,1,1,Others,Morning
1877,0,8,0.0,0,1,1,Huawei,Evening
1878,0,8,0.0,0,2,1,Xiaomi,Evening
1879,0,8,0.0,1,1,0,vivo,Afternoon
1880,0,8,0.0,0,2,1,vivo,Evening
1881,0,3,0.000498099,0,0,1,Xiaomi,Afternoon
1882,0,8,0.0,0,1,0,Others,Morning
1883,0,8,0.0,0,1,1,vivo,Afternoon
1884,0,8,0.0,0,1,1,Samsung,Morning
1885,0,8,0.0,0,1,1,Xiaomi,Morning
1886,0,13,0.0007,0,1,1,vivo,Afternoon
1887,0,8,0.0,0,3,1,OPPO,Evening
1888,0,8,0.0,0,1,1,Others,Morning
1889,0,8,0.0,0,1,1,OPPO,Morning
1890,0,7,0.00065,0,1,1,Xiaomi,Morning
1891,0,8,0.0,0,1,1,vivo,Afternoon
1892,0,13,0.0007,0,1,1,Samsung,Evening
1893,0,13,0.0007,0,1,1,Huawei,Evening
1894,0,8,0.0,0,1,1,Others,Afternoon
1895,0,8,0.0,0,1,1,OPPO,Afternoon
1896,0,8,0.0,0,1,3,vivo,Evening
1897,0,8,0.0,0,1,0,vivo,Morning
1898,0,8,0.0,0,2,1,Gionee,Morning
1899,0,8,0.0,0,1,1,Samsung,Afternoon
1900,0,8,0.0,0,1,1,vivo,Morning
1901,0,8,0.0,0,1,1,Huawei,Evening
1902,0,8,0.0,0,1,1,Samsung,Afternoon
1903,0,8,0.0,0,1,0,Huawei,Afternoon
1904,0,7,0.0008,0,2,1,Samsung,Afternoon
1905,0,8,0.0,0,2,1,OPPO,Afternoon
1906,0,8,0.0,0,1,1,OPPO,Morning
1907,0,8,0.0,0,1,1,OPPO,Morning
1908,0,3,0.000498099,0,1,1,Others,Afternoon
1909,0,8,0.0,0,1,1,vivo,Morning
1910,0,8,0.0,0,1,1,Huawei,Morning
1911,0,8,0.0,0,1,1,OPPO,Morning
1912,0,8,0.0,0,0,1,OPPO,Morning
1913,0,8,0.0,0,1,1,Xiaomi,Evening
1914,0,8,0.0,0,1,1,Xiaomi,Afternoon
1915,0,8,0.0,0,2,1,Huawei,Afternoon
1916,0,8,0.0,0,0,1,vivo,Evening
1917,0,8,0.0,0,1,1,OPPO,Morning
1918,0,8,0.0,0,0,1,Samsung,Morning
1919,0,8,0.0,0,2,1,Samsung,Afternoon
1920,0,8,0.0,0,1,1,Xiaomi,Morning
1921,0,8,0.0,0,0,1,Xiaomi,Morning
1922,0,8,0.0,0,3,1,OPPO,Afternoon
1923,0,8,0.0,0,2,1,Others,Evening
1924,0,7,0.0008,0,0,5,Samsung,Evening
1925,0,8,0.0,0,1,1,Huawei,Morning
1926,0,13,0.0007,0,2,1,Coolpad,Morning
1927,0,8,0.0,0,1,1,OPPO,Evening
1928,0,8,0.0,0,1,0,vivo,Morning
1929,0,8,0.0,0,1,1,Xiaomi,Morning
1930,0,8,0.0,0,1,1,Meizu,Afternoon
1931,0,8,0.0,0,1,0,vivo,Afternoon
1932,0,3,0.000498099,0,0,1,Apple,Morning
1933,0,8,0.0,1,1,0,Others,Afternoon
1934,0,8,0.0,0,1,1,Xiaomi,Evening
1935,0,8,0.0,0,1,1,vivo,Afternoon
1936,0,8,0.0,1,0,1,Others,Evening
1937,0,8,0.0,0,2,1,Others,Afternoon
1938,0,7,0.0006,0,1,5,Others,Evening
1939,0,8,0.0,0,1,4,Xiaomi,Afternoon
1940,0,8,0.0,0,1,1,OPPO,Afternoon
1941,0,8,0.0,0,3,0,vivo,Afternoon
1942,0,8,0.0,0,1,1,OPPO,Afternoon
1943,0,8,0.0,0,1,1,Others,Afternoon
1944,0,3,0.00213471,0,1,0,Apple,Morning
1945,0,3,0.000498099,0,0,1,Apple,Afternoon
1946,0,8,0.0,0,1,1,Others,Afternoon
1947,0,8,0.0,0,1,1,Others,Morning
1948,0,8,0.0,0,1,1,Xiaomi,Evening
1949,0,8,0.0,0,1,1,OPPO,Evening
1950,0,8,0.0,0,3,1,Others,Evening
1951,0,8,0.0,0,1,0,OPPO,Morning
1952,0,13,0.0007,0,3,1,Huawei,Evening
1953,0,8,0.0,0,0,1,vivo,Morning
1954,0,8,0.0,0,1,1,Others,Evening
1955,0,3,0.000498099,0,0,1,Xiaomi,Afternoon
1956,0,8,0.0,0,3,1,Xiaomi,Evening
1957,0,8,0.0,0,3,1,Samsung,Morning
1958,0,8,0.0,1,1,0,Xiaomi,Afternoon
1959,0,8,0.0,0,1,1,Huawei,Morning
1960,0,8,0.0,0,2,0,Xiaomi,Evening
1961,0,8,0.0,0,1,1,Xiaomi,Morning
1962,0,8,0.0,0,2,1,OPPO,Evening
1963,0,13,0.002,0,1,0,Apple,Morning
1964,0,8,0.0,0,3,1,Xiaomi,Afternoon
1965,0,8,0.0,0,1,1,Others,Evening
1966,0,8,0.0,0,1,1,Xiaomi,Evening
1967,0,8,0.0,0,3,1,Huawei,Afternoon
1968,0,8,0.0,0,1,0,Others,Morning
1969,0,8,0.0,0,1,0,Others,Afternoon
1970,0,8,0.0,0,1,0,Others,Evening
1971,0,8,0.0,0,1,1,vivo,Afternoon
1972,0,8,0.0,0,1,1,Others,Evening
1973,0,8,0.0,0,1,1,vivo,Afternoon
1974,0,8,0.0,0,1,1,Xiaomi,Afternoon
1975,0,8,0.0,0,1,1,Samsung,Morning
1976,0,8,0.0,0,1,1,Huawei,Evening
1977,0,8,0.0,0,0,1,Others,Afternoon
1978,0,8,0.0,0,2,1,Meizu,Morning
1979,0,8,0.0,0,2,1,Huawei,Evening
1980,0,8,0.0,1,2,0,Others,Afternoon
1981,0,8,0.0,0,1,1,Huawei,Afternoon
1982,0,8,0.0,0,1,4,OPPO,Morning
1983,0,8,0.0,0,1,0,Xiaomi,Afternoon
1984,0,8,0.0,0,1,1,OPPO,Evening
1985,0,8,0.0,0,1,1,vivo,Afternoon
1986,0,8,0.0,0,1,1,OPPO,Evening
1987,0,8,0.0,0,0,1,OPPO,Evening
1988,0,8,0.0,0,1,1,OPPO,Morning
1989,0,8,0.0,0,1,0,OPPO,Afternoon
1990,0,8,0.0,0,1,1,Coolpad,Evening
1991,0,8,0.0,0,1,1,Others,Evening
1992,0,8,0.0,1,2,0,OPPO,Morning
1993,0,8,0.0,0,1,1,Samsung,Afternoon
1994,0,8,0.0,0,1,1,Meizu,Evening
1995,0,8,0.0,1,1,1,vivo,Morning
1996,0,8,0.0,0,1,1,vivo,Morning
1997,0,3,0.000498099,0,0,1,vivo,Afternoon
1998,0,8,0.0,0,2,1,Xiaomi,Evening
1999,0,8,0.0,0,2,1,Others,Evening
2000,0,8,0.0,0,1,1,Gionee,Morning
2001,0,3,0.000498099,0,0,1,Apple,Evening
2002,0,8,0.0,0,1,1,Coolpad,Morning
2003,0,8,0.0,0,1,0,Others,Afternoon
2004,0,8,0.0,1,1,0,OPPO,Afternoon
2005,0,3,0.000498099,0,1,0,Meizu,Afternoon
2006,0,8,0.0,0,3,1,Huawei,Afternoon
2007,0,8,0.0,0,1,1,Samsung,Afternoon
2008,0,8,0.0,0,1,1,OPPO,Morning
2009,0,8,0.0,0,1,0,Xiaomi,Morning
2010,0,8,0.0,0,1,1,vivo,Afternoon
2011,0,13,0.0007,0,1,1,Huawei,Morning
2012,0,8,0.0,0,1,1,vivo,Morning
2013,0,8,0.0,0,1,1,Huawei,Afternoon
2014,0,13,0.0007,0,3,1,Samsung,Evening
2015,0,8,0.0,0,1,1,vivo,Afternoon
2016,0,8,0.0,0,1,1,Samsung,Morning
2017,0,7,0.0008,0,2,1,Others,Evening
2018,0,8,0.0,0,1,1,Huawei,Evening
2019,0,8,0.0,0,3,1,OPPO,Afternoon
2020,0,8,0.0,0,1,1,Meizu,Evening
2021,0,8,0.0,0,1,3,Huawei,Evening
2022,0,8,0.0,0,2,1,vivo,Evening
2023,0,8,0.0,0,1,1,Xiaomi,Evening
2024,0,3,0.00142314,0,0,1,Apple,Afternoon
2025,0,8,0.0,0,1,0,OPPO,Morning
2026,0,8,0.0,0,1,1,Others,Afternoon
2027,0,8,0.0,0,1,1,Others,Evening
2028,0,13,0.0007,0,1,1,Coolpad,Evening
2029,0,8,0.0,0,1,0,Others,Afternoon
2030,0,8,0.0,0,3,0,OPPO,Morning
2031,0,8,0.0,0,3,0,Huawei,Morning
2032,0,13,0.0007,0,2,1,Huawei,Evening
2033,0,8,0.0,0,3,1,vivo,Afternoon
2034,0,8,0.0,0,2,1,OPPO,Evening
2035,0,8,0.0,0,0,1,OPPO,Morning
2036,0,8,0.0,0,1,1,Xiaomi,Evening
2037,0,8,0.0,0,1,0,Others,Evening
2038,0,8,0.0,0,1,1,OPPO,Evening
2039,0,8,0.0,0,1,1,Xiaomi,Afternoon
2040,0,8,0.0,0,1,1,Samsung,Evening
2041,0,8,0.0,0,1,1,Others,Afternoon
2042,0,8,0.0,0,2,1,Coolpad,Morning
2043,0,3,0.000498099,0,0,1,Others,Morning
2044,0,8,0.0,0,2,1,OPPO,Morning
2045,0,7,0.0006,0,1,5,OPPO,Morning
2046,0,8,0.0,0,3,0,Xiaomi,Evening
2047,0,8,0.0,0,1,1,Samsung,Morning
2048,0,8,0.0,0,1,1,Others,Morning
2049,0,3,0.000498099,0,0,1,Xiaomi,Evening
2050,0,8,0.0,0,0,1,vivo,Evening
2051,0,13,0.0007,0,1,1,Gionee,Evening
2052,1,8,0.0,0,2,1,Samsung,Morning
2053,0,8,0.0,0,1,1,Samsung,Afternoon
2054,0,8,0.0,0,1,1,OPPO,Afternoon
2055,0,8,0.0,0,2,1,OPPO,Afternoon
2056,0,8,0.0,0,1,1,Gionee,Morning
2057,0,8,0.0,0,2,1,Huawei,Afternoon
2058,0,8,0.0,0,1,1,vivo,Evening
2059,0,8,0.0,0,1,1,Others,Afternoon
2060,0,8,0.0,0,2,1,OPPO,Morning
2061,0,8,0.0,0,1,1,vivo,Morning
2062,0,8,0.0,0,1,1,Coolpad,Evening
2063,0,8,0.0,0,1,1,Gionee,Evening
2064,0,8,0.0,0,1,0,Xiaomi,Evening
2065,0,8,0.0,0,1,1,vivo,Evening
2066,0,8,0.0,0,1,1,OPPO,Morning
2067,0,8,0.0,0,1,1,Samsung,Evening
2068,0,8,0.0,0,0,1,Meizu,Afternoon
2069,0,8,0.0,0,2,1,Samsung,Afternoon
2070,0,13,0.0007,0,1,1,Samsung,Morning
2071,0,8,0.0,0,1,0,vivo,Morning
2072,0,8,0.0,0,1,0,vivo,Afternoon
2073,0,8,0.0,0,1,1,Others,Afternoon
2074,0,8,0.0,0,3,1,vivo,Morning
2075,0,8,0.0,0,2,1,vivo,Morning
2076,0,13,0.002,0,1,0,Apple,Evening
2077,0,3,0.000498099,0,1,1,Huawei,Evening
2078,0,8,0.0,0,1,1,OPPO,Afternoon
2079,0,8,0.0,0,1,1,Others,Evening
2080,0,8,0.0,0,1,0,Xiaomi,Afternoon
2081,0,8,0.0,0,2,1,Xiaomi,Morning
2082,0,8,0.0,0,1,1,Huawei,Afternoon
2083,0,8,0.0,0,1,1,Others,Evening
2084,0,8,0.0,0,3,1,OPPO,Evening
2085,0,8,0.0,0,1,0,vivo,Evening
2086,0,8,0.0,0,1,1,Xiaomi,Afternoon
2087,0,8,0.0,0,1,1,OPPO,Afternoon
2088,0,8,0.0,0,1,1,OPPO,Afternoon
2089,0,8,0.0,0,1,1,Xiaomi,Evening
2090,0,8,0.0,0,1,1,OPPO,Afternoon
2091,0,8,0.0,0,1,1,Xiaomi,Afternoon
2092,0,8,0.0,0,3,1,Huawei,Afternoon
2093,0,8,0.0,0,3,1,vivo,Afternoon
2094,0,8,0.0,1,1,0,Others,Morning
2095,0,8,0.0,0,3,0,Others,Morning
2096,0,8,0.0,0,1,1,Huawei,Morning
2097,0,8,0.0,0,1,1,vivo,Morning
2098,0,8,0.0,0,1,1,vivo,Afternoon
2099,0,8,0.0,0,1,0,OPPO,Afternoon
2100,0,8,0.0,0,1,1,Xiaomi,Evening
2101,0,8,0.0,0,1,1,Huawei,Morning
2102,0,8,0.0,0,0,1,Samsung,Evening
2103,0,13,0.0007,0,1,3,Samsung,Morning
2104,0,8,0.0,0,1,0,Xiaomi,Evening
2105,0,7,0.0008,0,1,1,Huawei,Afternoon
2106,0,8,0.0,0,1,1,OPPO,Afternoon
2107,0,8,0.0,0,3,1,Xiaomi,Evening
2108,0,8,0.0,0,1,3,vivo,Morning
2109,0,8,0.0,0,1,1,Xiaomi,Afternoon
2110,0,8,0.0,0,1,1,Xiaomi,Evening
2111,0,13,0.002,0,1,0,Apple,Morning
2112,0,8,0.0,0,1,1,Huawei,Morning
2113,0,8,0.0,0,0,1,Others,Morning
2114,0,8,0.0,0,1,1,Huawei,Evening
2115,0,8,0.0,0,1,1,Xiaomi,Morning
2116,0,8,0.0,0,2,1,OPPO,Evening
2117,0,8,0.0,0,1,0,Others,Afternoon
2118,0,8,0.0,0,0,1,Xiaomi,Evening
2119,0,8,0.0,0,1,1,Others,Evening
2120,0,8,0.0,0,1,0,Huawei,Morning
2121,0,8,0.0,0,1,1,vivo,Morning
2122,0,8,0.0,0,1,1,Others,Evening
2123,0,8,0.0,0,1,1,Meizu,Morning
2124,0,8,0.0,0,2,1,Xiaomi,Evening
2125,0,8,0.0,0,1,1,vivo,Morning
